Table_old;Column_old;;;;;;;;;;;;;;;;;;;;;;;
person_old;Pinyin;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Chinese Name;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Alternate name;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Living dates;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Place of rustication;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Years of rustication;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Home town;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Position before the CR;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Position during the CR;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Position after the CR;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Father;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Father's position;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Mother;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Mother's position;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Access to neibu? (yes/no);x;;;;;;;;;;;;;;;;;;;;;;
person_old;Source texts;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Entry by;x;;;;;;;;;;;;;;;;;;;;;;
person_old;Comment;x;;;;;;;;;;;;;;;;;;;;;;
person_old;"Related to; in which relation";x;;;;;;;;;;;;;;;;;;;;;;
person_old;"Related to; in which relation";x;;;;;;;;;;;;;;;;;;;;;;
person_old;"Related to; in which relation";x;;;;;;;;;;;;;;;;;;;;;;
person_old;"Related to; in which relation";x;;;;;;;;;;;;;;;;;;;;;;
text_old;Author Family Name English ;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Author First Name English ;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Biographical data;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Author Chinese;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Country of origin;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Western Title;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Chinese Title;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Genre;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Place of publication;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Date of publication;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Publishing house;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Date of open publication;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Publishing house;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Neibu (yes/no);x;;;;;;;;;;;;;;;;;;;;;;
text_old;Channel of obtaining;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Source text, incl. page no.;x;;;;;;;;;;;;;;;;;;;;;;
text_old;comment;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Entry by;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Reader's name 1;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Time of reading 1;x;;;;;;;;;;;;;;;;;;;;;;
text_old;Substantial discussion 1 (keyword);;;;;;;;;;;;;;;;;;;;;;;
text_old;Reader's name 2;;;;;;;;;;;;;;;;;;;;;;;
text_old;Time of reading 2;;;;;;;;;;;;;;;;;;;;;;;
text_old;Substantial discussion 2 (keyword);;;;;;;;;;;;;;;;;;;;;;;
text_old;Reader's name 3;;;;;;;;;;;;;;;;;;;;;;;
text_old;Time of reading 3;;;;;;;;;;;;;;;;;;;;;;;
text_old;Substantial discussion 3 (keyword);;;;;;;;;;;;;;;;;;;;;;;
text_old;Reader's name 4;;;;;;;;;;;;;;;;;;;;;;;
text_old;Time of reading 4;;;;;;;;;;;;;;;;;;;;;;;
text_old;Substantial discussion 4(keyword);;;;;;;;;;;;;;;;;;;;;;;
text_old;Reader's name 5;;;;;;;;;;;;;;;;;;;;;;;
text_old;Time of reading 5;;;;;;;;;;;;;;;;;;;;;;;
text_old;Substantial discussion 5(keyword);;;;;;;;;;;;;;;;;;;;;;;
