person_id,family_name,first_name,name_lang,sex,rustication,birthyear,deathyear,alt_name,place_of_birth,social_position,neibu_access,wikidata_id,source_1,page_1,source_2,page_2,note,created,created_by,last_modified,last_modified_by
AG0168,冯,梦龙,zh,male,0,1574,1646,,SP0106,,,,https://en.wikipedia.org/wiki/Feng_Menglong,ONLINE SOURCE,,,,2017-12-23,OS,2020-04-02,DP
AG0169,Stalin,Joseph Vissarionovich,en,male,0,1878,1953,,SP0108,,,,https://en.wikipedia.org/wiki/Joseph_Stalin,ONLINE SOURCE,,,,2017-12-23,OS,2020-04-02,DP
AG0169,Сталин,Иосиф Виссарионович,ru,male,0,1878,1953,,SP0108,,,,https://en.wikipedia.org/wiki/Joseph_Stalin,ONLINE SOURCE,,,,2017-12-23,OS,2020-04-02,DP
AG0170,Lin,Liguo,en,male,2,1946,1971,,SP0436,,yes,,W0449,544,,,,2017-12-23,OS,2020-04-02,DP
AG0170,林,立果,zh,male,2,1946,1971,,SP0436,,yes,,W0449,544,,,,2017-12-23,OS,2020-04-02,DP
AG0171,Pantsov,Alexander,en,male,0,1955,XXXX,,SP0109,,,,https://prabook.com/web/alexander_vadimovich.pantsov/640626,ONLINE SOURCE,,,,2017-12-23,OS,2020-04-02,DP
AG0172,Sun Chang,Kang-i,en,male,0,1944,XXXX,,SP0005,,,,https://en.wikipedia.org/wiki/Kang-i_Sun_Chang,ONLINE SOURCE,,,,2017-12-29,OS,2020-04-02,DP
AG0172,孫,康宜,zh,male,0,1944,XXXX,,SP0005,,,,https://en.wikipedia.org/wiki/Kang-i_Sun_Chang,ONLINE SOURCE,,,,2017-12-29,OS,2020-04-02,DP
AG0173,Fang,Zifen,en,male,2,1941,XXXX,,SP0093,,,,W0461,ONLINE SOURCE,http://m.sohu.com/n/383618360/,,,2018-01-04,MG,2020-04-02,DP
AG0173,方,子奋,zh,male,2,1941,XXXX,,SP0093,,,,W0461,ONLINE SOURCE,http://m.sohu.com/n/383618360/,,,2018-01-04,MG,2020-04-02,DP
AG0174,Chen,Zhiqiong,en,male,3,XXXX,XXXX,Chen Maozi,SP0436,,,,W0461,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0174,陈,志琼,zh,male,3,XXXX,XXXX,陳眊子,SP0436,,,,W0461,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0175,Dai,Weiwei,en,female,2,"[1964,1965]",XXXX,,SP0436,,,,W0462,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0175,戴,为伟,zh,female,2,"[1964,1965]",XXXX,,SP0436,,,,W0462,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0176,Shao,Yanxiang,en,male,1,1933,XXXX,,SP0005,S03,,,W0463,ONLINE SOURCE,https://baike.baidu.com/item/%E9%82%B5%E7%87%95%E7%A5%A5,ONLINE SOURCE,,2018-01-04,MG,2020-04-02,DP
AG0176,邵,燕祥,zh,male,1,1933,XXXX,,SP0005,S03,,,W0463,ONLINE SOURCE,https://baike.baidu.com/item/%E9%82%B5%E7%87%95%E7%A5%A5,ONLINE SOURCE,,2018-01-04,MG,2020-04-02,DP
AG0177,Chen,Yinan,en,unknown,3,1948,XXXX,,SP0113,,,,W0464,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0177,陈,益南,zh,unknown,3,1948,XXXX,,SP0113,,,,W0464,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0178,Gu,Xunzhong,en,male,0,1948,XXXX,,SP0006,,,,W0465,ONLINE SOURCE,https://baike.baidu.com/item/%E9%A1%BE%E8%AE%AD%E4%B8%AD,ONLINE SOURCE,,2018-01-04,MG,2020-04-02,DP
AG0178,顾,训中,zh,male,0,1948,XXXX,,SP0006,,,,W0465,ONLINE SOURCE,https://baike.baidu.com/item/%E9%A1%BE%E8%AE%AD%E4%B8%AD,ONLINE SOURCE,,2018-01-04,MG,2020-04-02,DP
AG0179,Hu,Xiaoshui,en,unknown,1,1952,XXXX,,SP0436,,,,W0466,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0179,胡,小水,zh,unknown,1,1952,XXXX,,SP0436,,,,W0466,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0180,Han,Shuguan,en,unknown,3,XXXX,XXXX,,SP0436,,,,W0443,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0180,韩,曙光,zh,unknown,3,XXXX,XXXX,,SP0436,,,,W0443,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0181,Tu,Xiaolei,en,male,3,1948,XXXX,,SP0115,,,,W0443,ONLINE SOURCE,http://www.wengewang.org/read.php?tid=12318,,,2018-01-04,MG,2020-04-02,DP
AG0181,涂,晓雷,zh,male,3,1948,XXXX,,SP0115,,,,W0443,ONLINE SOURCE,http://www.wengewang.org/read.php?tid=12318,,,2018-01-04,MG,2020-04-02,DP
AG0182,Deng,Wuwen,en,male,1,1952,XXXX,,SP0436,,,,W0467,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0182,邓,伍文,zh,male,1,1952,XXXX,,SP0436,,,,W0467,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0183,Ma,Wenwei,en,unknown,1,1940,XXXX,,SP0436,,,,W0467,ONLINE SOURCE,W0508,ONLINE SOURCE,,2018-01-04,MG,2020-04-02,DP
AG0183,马,文蔚,zh,unknown,1,1940,XXXX,,SP0436,,,,W0467,ONLINE SOURCE,W0508,ONLINE SOURCE,,2018-01-04,MG,2020-04-02,DP
AG0184,Rao,Ruinong,en,unknown,2,1944,XXXX,,SP0436,,,,W0468,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0184,饶,瑞农,zh,unknown,2,1944,XXXX,,SP0436,,,,W0468,ONLINE SOURCE,,,,2018-01-04,MG,2020-04-02,DP
AG0185,Liao,Zhenlü,en,male,2,1935,XXXX,,SP0200,,,,W0469,ONLINE SOURCE,http://www.difangwenge.org/read.php?tid=5185,ONLINE SOURCE,,2018-01-04,MG,2020-04-02,DP
AG0185,廖,振旅,zh,male,2,1935,XXXX,,SP0200,,,,W0469,ONLINE SOURCE,http://www.difangwenge.org/read.php?tid=5185,ONLINE SOURCE,,2018-01-04,MG,2020-04-02,DP
AG0186,Li,Zhengquan,en,male,1,1950,XXXX,,SP0015,,,,W0470,ONLINE SOURCE,https://baike.baidu.com/item/%E6%9D%8E%E6%AD%A3%E6%9D%83/3303589,ONLINE SOURCE,,2018-01-04,MG,2020-04-02,DP
AG0186,李,正权,zh,male,1,1950,XXXX,,SP0015,,,,W0470,ONLINE SOURCE,https://baike.baidu.com/item/%E6%9D%8E%E6%AD%A3%E6%9D%83/3303589,ONLINE SOURCE,,2018-01-04,MG,2020-04-02,DP
AG0187,Li,Qian,en,male,2,1949,XXXX,,SP0116,S00,unknown,,http://mjlsh.usc.cuhk.edu.hk/book.aspx?cid=2&tid=1167&pid=4643,,,,he spent the time from 1967 to 1985 in prison for crimes which he allegedly commited during the first year of CR,2018-01-03,OS,2020-04-02,DP
AG0187,李,乾,zh,male,2,1949,XXXX,,SP0116,S00,unknown,,http://mjlsh.usc.cuhk.edu.hk/book.aspx?cid=2&tid=1167&pid=4643,,,,he spent the time from 1967 to 1985 in prison for crimes which he allegedly commited during the first year of CR,2018-01-03,OS,2020-04-02,DP
AG0188,He,Zhaowu,en,male,0,1921,XXXX,,SP0005,,,,https://baike.baidu.com/item/%E4%BD%95%E5%85%86%E6%AD%A6,,,,,2018-01-05,MG,2020-04-02,DP
AG0188,何,兆武,zh,male,0,1921,XXXX,,SP0005,,,,https://baike.baidu.com/item/%E4%BD%95%E5%85%86%E6%AD%A6,,,,,2018-01-05,MG,2020-04-02,DP
AG0189,Chi,Zehou,en,male,2,1931,XXXX,,SP0014,,,,https://baike.baidu.com/item/%E8%BF%9F%E6%B3%BD%E5%8E%9A,,,,,2018-01-05,MG,2020-04-02,DP
AG0189,迟,泽厚,zh,male,2,1931,XXXX,,SP0014,,,,https://baike.baidu.com/item/%E8%BF%9F%E6%B3%BD%E5%8E%9A,,,,,2018-01-05,MG,2020-04-02,DP
AG0190,Tang,Shaojie,en,male,1,1959,XXXX,,SP0155,,,,https://baike.baidu.com/item/%E5%94%90%E5%B0%91%E6%9D%B0,,,,,2018-01-05,MG,2020-04-02,DP
AG0190,唐,少杰,zh,male,1,1959,XXXX,,SP0155,,,,https://baike.baidu.com/item/%E5%94%90%E5%B0%91%E6%9D%B0,,,,,2018-01-05,MG,2020-04-02,DP
AG0191,Cai,Xiang,en,male,1,1953,XXXX,,SP0006,,,,https://baike.baidu.com/item/%E8%94%A1%E7%BF%94/3300403,,,,,2018-01-12,MG,2020-04-02,DP
AG0191,蔡,翔,zh,male,1,1953,XXXX,,SP0006,,,,https://baike.baidu.com/item/%E8%94%A1%E7%BF%94/3300403,,,,,2018-01-12,MG,2020-04-02,DP
AG0192,Deng,Gang,en,male,3,1945,XXXX,Ma Quanli,SP0149,,,,https://paper-republic.org/authors/deng-gang/,,https://baike.baidu.com/item/%E9%82%93%E5%88%9A/37756,,,2018-01-12,MG,2020-04-02,DP
AG0192,邓,刚,zh,male,3,1945,XXXX,马全理,SP0149,,,,https://paper-republic.org/authors/deng-gang/,,https://baike.baidu.com/item/%E9%82%93%E5%88%9A/37756,,,2018-01-12,MG,2020-04-02,DP
AG0193,Wang,Xiaoni,en,female,1,1955,XXXX,,SP0096,,unknown,,https://en.wikipedia.org/wiki/Wang_Xiaoni,,http://culture.people.com.cn/n/2012/1130/c172318-19753645.html,,,2018-01-12,MG,2020-04-02,DP
AG0193,王,小妮,zh,female,1,1955,XXXX,,SP0096,,unknown,,https://en.wikipedia.org/wiki/Wang_Xiaoni,,http://culture.people.com.cn/n/2012/1130/c172318-19753645.html,,,2018-01-12,MG,2020-04-02,DP
AG0194,Tang,Xiaodu,en,male,1,1954,XXXX,,SP0119,,unknown,,http://thescriptroad.org/guest/tang-xiaodu/,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E6%B8%A1,,,2018-01-12,MG,2020-04-02,DP
AG0194,唐,晓渡,zh,male,1,1954,XXXX,,SP0119,,unknown,,http://thescriptroad.org/guest/tang-xiaodu/,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E6%B8%A1,,,2018-01-12,MG,2020-04-02,DP
AG0195,Tang,Xiaofeng,en,male,1,1948,XXXX,,SP0148,,,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E5%B3%B0/13871560,ONLINE Source,,,,2018-01-25,OS,2020-04-02,DP
AG0195,唐,晓峰,zh,male,1,1948,XXXX,,SP0148,,,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E5%B3%B0/13871560,ONLINE Source,,,,2018-01-25,OS,2020-04-02,DP
AG0196,Qian,Dachuan,en,male,3,1952,XXXX,,SP0436,S00,unknown,,http://www.xujuneberlein.com/rem57.html,ONLINE Source,,,,2018-01-25,OS,2020-04-02,DP
AG0196,钱,大川,zh,male,3,1952,XXXX,,SP0436,S00,unknown,,http://www.xujuneberlein.com/rem57.html,ONLINE Source,,,,2018-01-25,OS,2020-04-02,DP
AG0197,Li,Ling,en,male,1,1948,XXXX,,SP0131,S00,yes,,W0485,235,,,,2018-02-01,OS,2020-04-02,DP
AG0197,李,零,zh,male,1,1948,XXXX,,SP0131,S00,yes,,W0485,235,,,,2018-02-01,OS,2020-04-02,DP
AG0198,Kautsky,Karl,en,male,0,1854,1938,,SP0068,,,,https://en.wikipedia.org/wiki/Karl_Kautsky,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0198,考茨基,卡尔,zh,male,0,1854,1938,,SP0068,,,,https://en.wikipedia.org/wiki/Karl_Kautsky,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0199,Trotsky,Leon,en,male,0,1879,1940,,SP0130,,,,https://en.wikipedia.org/wiki/Leon_Trotsky,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0199,Троцкий,Лев,ru,male,0,1879,1940,,SP0130,,,,https://en.wikipedia.org/wiki/Leon_Trotsky,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0199,托洛茨基,列夫,zh,male,0,1879,1940,,SP0130,,,,https://en.wikipedia.org/wiki/Leon_Trotsky,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0200,Bukharin,Nikolai,en,male,0,1888,1938,,SP0030,,,,https://en.wikipedia.org/wiki/Nikolai_Bukharin,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0200,Бухарин,Николай,ru,male,0,1888,1938,,SP0030,,,,https://en.wikipedia.org/wiki/Nikolai_Bukharin,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0200,布哈林,尼古拉,zh,male,0,1888,1938,,SP0030,,,,https://en.wikipedia.org/wiki/Nikolai_Bukharin,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0201,Tito,Josip,en,male,0,1892,1980,,SP0129,,,,https://en.wikipedia.org/wiki/Josip_Broz_Tito,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0201,Тито,Јосип,sr,male,0,1892,1980,,SP0129,,,,https://en.wikipedia.org/wiki/Josip_Broz_Tito,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0201,铁托,约瑟普,zh,male,0,1892,1980,,SP0129,,,,https://en.wikipedia.org/wiki/Josip_Broz_Tito,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0202,Lukacs,György,en,male,0,1885,1971,,SP0128,,,,https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Luk%C3%A1cs,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0202,卢卡奇,捷尔吉,zh,male,0,1885,1971,,SP0128,,,,https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Luk%C3%A1cs,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0203,Solzhenitsyn,Aleksandr,en,male,0,1918,2008,,SP0127,,,,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0203,Солженицын,Александр,ru,male,0,1918,2008,,SP0127,,,,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0203,索尔仁尼琴,亚历山大,zh,male,0,1918,2008,,SP0127,,,,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0204,Khrushchev,Nikita,en,male,0,1894,1971,,SP0126,,,,https://en.wikipedia.org/wiki/Nikita_Khrushchev,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0204,Хрущёв,Никита,ru,male,0,1894,1971,,SP0126,,,,https://en.wikipedia.org/wiki/Nikita_Khrushchev,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0204,赫鲁晓夫,尼基塔,zh,male,0,1894,1971,,SP0126,,,,https://en.wikipedia.org/wiki/Nikita_Khrushchev,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0205,Zhang,Xiaokang,en,female,1,1949,XXXX,,SP0007,S01,unknown,,https://baike.baidu.com/item/%E5%BC%A0%E5%B0%8F%E5%BA%B7/8904922,ONLINE Source,,,,2018-02-01,OS,2020-04-02,DP
AG0205,张,小康,zh,female,1,1949,XXXX,,SP0007,S01,unknown,,https://baike.baidu.com/item/%E5%BC%A0%E5%B0%8F%E5%BA%B7/8904922,ONLINE Source,,,,2018-02-02,OS,2020-04-02,DP
AG0206,Liu,Jingzi,en,female,1,XXXX,XXXX,,SP0436,S00,unknown,,W0485,249,,,,2018-02-02,OS,2020-04-02,DP
AG0206,刘,静子,zh,female,1,XXXX,XXXX,,SP0436,S00,unknown,,W0485,249,,,,2018-02-02,OS,2020-04-02,DP
AG0207,Voynich,Ethel,en,female,0,1864,1960,,SP0125,,,,https://en.wikipedia.org/wiki/Ethel_Voynich,ONLINE Source,,,,2018-02-02,OS,2020-04-02,DP
AG0207,伏尼契,艾捷尔,zh,female,0,1864,1960,,SP0125,,,,https://en.wikipedia.org/wiki/Ethel_Voynich,ONLINE Source,,,,2018-02-02,OS,2020-04-02,DP
AG0208,Димитров,Георги,bg,male,0,1882,1949,,SP0124,,,,https://en.wikipedia.org/wiki/Georgi_Dimitrov,ONLINE Source,,,,2018-02-05,OS,2020-04-02,DP
AG0208,Dimitrov,Georgi,en,male,0,1882,1949,,SP0124,,,,https://en.wikipedia.org/wiki/Georgi_Dimitrov,ONLINE Source,,,,2018-02-05,OS,2020-04-02,DP
AG0208,季米特洛夫,格奥尔基,zh,male,0,1882,1949,,SP0124,,,,https://en.wikipedia.org/wiki/Georgi_Dimitrov,ONLINE Source,,,,2018-02-05,OS,2020-04-02,DP
AG0209,Dostoyevsky,Fyodor,en,male,0,1821,1881,,SP0030,,,,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,ONLINE Source,,,,2018-02-05,OS,2020-04-02,DP
AG0209,Достое́вский,Фёдор,ru,male,0,1821,1881,,SP0030,,,,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,ONLINE Source,,,,2018-02-05,OS,2020-04-02,DP
AG0209,陀思妥耶夫斯基,费奥多尔,zh,male,0,1821,1881,,SP0030,,,,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,ONLINE Source,,,,2018-02-05,OS,2020-04-02,DP
AG0210,Doyle,Arthur Conan,en,male,0,1859,1930,,SP0123,,,,https://en.wikipedia.org/wiki/Arthur_Conan_Doyle,ONLINE Source,,,,2018-02-05,OS,2020-04-02,DP
AG0210,道尔,柯南,zh,male,0,1859,1930,,SP0123,,,,https://en.wikipedia.org/wiki/Arthur_Conan_Doyle,ONLINE Source,,,,2018-02-05,OS,2020-04-02,DP
AG0211,Drabkina,Jelisaweta,de,female,0,1901,1974,,SP0122,,,,https://encyclopedia2.thefreedictionary.com/Elizaveta+Drabkina,ONLINE Source,,,,2018-02-06,OS,2020-04-02,DP
AG0211,Drabkina,Elizaveta,en,female,0,1901,1974,,SP0122,,,,https://encyclopedia2.thefreedictionary.com/Elizaveta+Drabkina,ONLINE Source,,,,2018-02-05,OS,2020-04-02,DP
AG0212,Dumas,Alexandre,en,male,0,1802,1870,,SP0121,,,,https://en.wikipedia.org/wiki/Alexandre_Dumas,ONLINE Source,,,,2018-02-06,OS,2020-04-02,DP
AG0212,仲马,亚历山大,zh,male,0,1802,1870,大仲马,SP0121,,,,https://en.wikipedia.org/wiki/Alexandre_Dumas,ONLINE Source,,,,2018-02-06,OS,2020-04-02,DP
AG0213,Yuan,Shuren,en,female,3,1938,XXXX,,SP0120,S00,unknown,,https://baike.baidu.com/item/%E8%A2%81%E6%A0%91%E4%BB%81,ONLINE Source,,,,2018-02-06,OS,2020-04-02,DP
AG0213,袁,树仁,zh,female,3,1938,XXXX,,SP0120,S00,unknown,,https://baike.baidu.com/item/%E8%A2%81%E6%A0%91%E4%BB%81,ONLINE Source,,,,2018-02-06,OS,2020-04-02,DP
AG0214,Ye,Weili,en,female,1,1950~,XXXX,,SP0005,S03,,,W0495,126,,,,2018-02-06,OS,2020-04-02,DP
AG0215,Ma,Xiaodong,en,female,1,1950~,XXXX,,SP0005,S03,,,W0495,126,,,,2018-02-06,OS,2020-04-02,DP
AG0216,Gao,Yubao,en,male,0,1927,XXXX,,SP0158,S08,,,https://zh.wikipedia.org/wiki/%E9%AB%98%E7%8E%89%E5%AF%B6,ONLINE SOURCE,,,,2018-02-11,OS,2020-04-02,DP
AG0216,高,玉宝,zh,male,0,1927,XXXX,,SP0158,S08,,,https://zh.wikipedia.org/wiki/%E9%83%AD%E6%B0%B8%E6%B1%9F,ONLINE SOURCE,,,,2018-02-11,OS,2020-04-02,DP
AG0217,Garaudy,Roger,en,male,0,1913,2012,,SP0159,,,,https://en.wikipedia.org/wiki/Roger_Garaudy,ONLINE SOURCE,,,,2018-02-11,OS,2020-04-02,DP
AG0217,加罗蒂,罗杰,zh,male,0,1913,2012,,SP0159,,,,https://en.wikipedia.org/wiki/Roger_Garaudy,ONLINE SOURCE,,,,2018-02-11,OS,2020-04-02,DP
AG0218,Gide,André,en,male,0,1869,1951,,SP0050,,,,https://en.wikipedia.org/wiki/Andr%C3%A9_Gide,,,,,2018-02-12,OS,2020-04-02,DP
AG0218,纪德,安德烈,zh,male,0,1869,1951,,SP0050,,,,https://en.wikipedia.org/wiki/Andr%C3%A9_Gide,,,,,2018-02-12,OS,2020-04-02,DP
AG0219,Greene,Graham,en,male,0,1904,1991,Henry Graham Greene,SP0160,,,,https://en.wikipedia.org/wiki/Graham_Greene,ONLINE SOURCE,,,,2018-02-12,OS,2020-04-02,DP
AG0219,格林,雷厄姆,zh,male,0,1904,1991,,SP0160,,,,https://en.wikipedia.org/wiki/Graham_Greene,ONLINE SOURCE,,,,2018-02-12,OS,2020-04-02,DP
AG0220,Sun,Shiyu,en,male,2,1957~,XXXX,,SP0161,S08,no,,W0496,93,,,,2018-02-13,OS,2020-04-02,DP
AG0221,Han,Dongping,en,male,2,1955,XXXX,,SP0161,S08,no,,https://www.warren-wilson.edu/people/dongping-han/,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0222,Grimm,Jacob,en,male,0,1785,1863,,SP0162,,,,https://en.wikipedia.org/wiki/Jacob_Grimm,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0222,格林,雅各布,zh,male,0,1785,1863,,SP0162,,,,https://en.wikipedia.org/wiki/Jacob_Grimm,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0223,Guan,Hanqing,en,male,0,1241?,1320?,,SP0163,,,,https://www.britannica.com/biography/Guan-Hanqing-Chinese-dramatist,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0223,关,汉卿,zh,male,0,1241?,1320?,,SP0163,,,,https://www.britannica.com/biography/Guan-Hanqing-Chinese-dramatist,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0224,Ostrovsky,Nikolai,en,male,0,1904,1936,,SP0164,,,,https://en.wikipedia.org/wiki/Nikolai_Ostrovsky,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0224,奥斯特洛夫斯基,尼古拉,zh,male,0,1904,1936,,SP0164,,,,https://en.wikipedia.org/wiki/Nikolai_Ostrovsky,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0225,Zhou,Libo,en,male,0,1908,1975,Zhou Shaoyi,SP0165,,,,https://en.wikipedia.org/wiki/Zhou_Libo_(writer),ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0225,周,立波,zh,male,0,1908,1975,周绍仪,SP0165,,,,https://en.wikipedia.org/wiki/Zhou_Libo_(writer),ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0226,Guevara,Che,en,male,0,1928,1967,Ernesto Guevara,SP0166,,,,https://en.wikipedia.org/wiki/Che_Guevara,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0226,格瓦拉,切,zh,male,0,1928,1967,埃內斯托·格瓦拉,SP0166,,,,https://en.wikipedia.org/wiki/Che_Guevara,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0227,Gunawardhana,Theja,en,male,0,19XX,XXXX,,SP0436,,,,http://worldcat.org/identities/lccn-n50046321/,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0227,古纳瓦达纳,特加,zh,male,0,19XX,XXXX,,SP0436,,,,http://worldcat.org/identities/lccn-n50046321/,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0228,Jiang,He,en,male,0,1949,1968,Yu Youze,SP0005,,,,https://baike.baidu.com/item/%E6%B1%9F%E6%B2%B3/9571871,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0228,江,河,zh,male,0,1949,1968,于友泽,SP0005,,,,https://baike.baidu.com/item/%E6%B1%9F%E6%B2%B3/9571871,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0229,Guo,Xiaochuan,en,male,0,1919,1976,,SP0167,,,,https://zh.wikipedia.org/wiki/%E9%83%AD%E5%B0%8F%E5%B7%9D,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0229,郭,小川,zh,male,0,1919,1976,,SP0167,,,,https://zh.wikipedia.org/wiki/%E9%83%AD%E5%B0%8F%E5%B7%9D,ONLINE SOURCE,,,,2018-02-13,OS,2020-04-02,DP
AG0230,Hawthorne,Nathaniel,en,male,0,1804,1864,,SP0168,,,,https://en.wikipedia.org/wiki/Nathaniel_Hawthorne,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0230,霍桑,纳撒尼尔,zh,male,0,1804,1864,,SP0168,,,,https://en.wikipedia.org/wiki/Nathaniel_Hawthorne,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0231,Hayek,Friedrich,en,male,0,1899,1972,,SP0169,,,,https://en.wikipedia.org/wiki/Friedrich_Hayek,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0231,哈耶克,弗里德里希,zh,male,0,1899,1972,,SP0169,,,,https://en.wikipedia.org/wiki/Friedrich_Hayek,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0232,He,Jingzhi,en,male,0,1924,XXXX,Aimo,SP0170,,,,https://en.wikipedia.org/wiki/He_Jingzhi,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0232,贺,敬之,zh,male,0,1924,XXXX,艾漠,SP0170,,,,https://en.wikipedia.org/wiki/He_Jingzhi,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0233,He,Qifang,en,male,0,1912,1977,,SP0171,,,,https://en.wikipedia.org/wiki/He_Qifang,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0233,何,其芳,zh,male,0,1912,1977,,SP0171,,,,https://en.wikipedia.org/wiki/He_Qifang,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0234,Hegel,Georg Wilhelm Friedrich,en,male,0,1770,1831,,SP0172,,,,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0234,黑格尔,格奥尔格·威廉·弗里德里希,zh,male,0,1770,1831,,SP0172,,,,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0235,Heller,Joseph,en,male,0,1923,1999,,SP0053,,,,https://en.wikipedia.org/wiki/Joseph_Heller,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0235,海勒,约瑟夫,zh,male,0,1923,1999,,SP0053,,,,https://en.wikipedia.org/wiki/Joseph_Heller,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0236,Hemingway,Ernest,en,male,0,1899,1961,,SP0173,,,,https://en.wikipedia.org/wiki/Ernest_Hemingway,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0236,海明威,欧内斯特,zh,male,0,1899,1961,,SP0173,,,,https://en.wikipedia.org/wiki/Ernest_Hemingway,ONLINE SOURCE,,,,2018-02-14,OS,2020-04-02,DP
AG0237,Hugo,Victor,en,male,0,1802,1885,,SP0174,,,,https://en.wikipedia.org/wiki/Victor_Hugo,ONLINE SOURCE,,,,2018-02-15,OS,2020-04-02,DP
